,name,salary,year,position,GP,MIN,PIE,overall,yearsAfter
3914,Richard Jefferson,9282000,2011,Small Forward,63,27.7,7.1,13.0,10
3915,Jared Jeffries,1229255,2011,Small Forward and Power Forward,39,18.7,6.5,11.0,9
3916,Charles Jenkins,473604,2011,Point Guard and Shooting Guard,51,17.5,8.2,44.0,0
3917,Brandon Jennings,2493720,2011,Point Guard,66,35.3,11.8,10.0,2
3918,Jonas Jerebko,4500000,2011,Power Forward,64,22.9,9.4,39.0,2
3919,Yi Jianlian,827197,2011,Power Forward,30,6.8,6.5,6.0,4
3920,Amir Johnson,5500000,2011,Center and Small Forward and Power Forward,64,24.3,9.6,56.0,6
3921,Armon Johnson,762195,2011,Point Guard,9,13.8,10.2,34.0,1
3922,JaJuan Johnson,1042320,2011,Power Forward,36,8.3,8.8,27.0,0
3923,James Johnson,1833120,2011,Power Forward and Small Forward,62,25.2,9.5,16.0,2
3924,Joe Johnson,18038573,2011,Shooting Guard and Small Forward,60,35.4,12.2,10.0,10
3925,Wesley Johnson,4006080,2011,Shooting Guard and Small Forward,65,22.6,4.9,4.0,1
3926,Dahntay Jones,2700000,2011,Small Forward and Shooting Guard,65,16.2,6.6,20.0,8
3927,Dominique Jones,1193280,2011,Point Guard and Shooting Guard,33,8.1,8.9,25.0,1
3928,James Jones,1500000,2011,Shooting Guard and Small Forward,51,13.1,5.9,49.0,8
3929,Solomon Jones,280234,2011,Center and Power Forward,21,13.9,3.6,33.0,5
3930,Solomon Jones,160119,2011,Center and Power Forward,21,13.9,3.6,33.0,5
3931,DeAndre Jordan,10079404,2011,Center,66,27.2,10.0,35.0,3
3932,Jerome Jordan,473604,2011,Center,21,5.1,9.1,44.0,1
3933,Cory Joseph,1028400,2011,Point Guard and Shooting Guard,29,9.2,4.2,29.0,0
3934,Chris Kaman,14030000,2011,Center,47,29.2,11.4,6.0,8
3935,Jason Kapono,1223166,2011,Small Forward and Shooting Guard,27,10.0,2.6,31.0,8
3936,Linas Kleiza,4605000,2011,Small Forward and Power Forward,49,21.6,9.3,27.0,6
3937,Brandon Knight,2563320,2011,Point Guard and Shooting Guard,66,32.2,7.8,8.0,0
3938,Kyle Korver,5000000,2011,Small Forward and Shooting Guard and Power Forward,65,22.6,9.2,51.0,8
3939,Kosta Koufos,2203792,2011,Center,48,16.5,10.8,23.0,3
3940,Carl Landry,8500000,2011,Power Forward,41,24.4,12.2,31.0,4
3941,Ty Lawson,1654440,2011,Point Guard,61,34.8,13.4,18.0,2
3942,Courtney Lee,2225093,2011,Shooting Guard,58,30.3,7.9,22.0,3
3943,David Lee,11610000,2011,Power Forward and Center and Small Forward,57,37.2,12.6,30.0,6
3944,Malcolm Lee,500000,2011,Shooting Guard,19,12.8,6.4,43.0,0
3945,Kawhi Leonard,1731960,2011,Small Forward,64,24.0,10.8,15.0,0
3946,Travis Leslie,473604,2011,Shooting Guard,10,4.5,6.8,47.0,0
3947,Jon Leuer,473604,2011,Center and Power Forward,46,12.1,9.3,40.0,0
3948,Rashard Lewis,21136631,2011,Small Forward and Power Forward,28,26.0,5.8,32.0,13
3949,DeAndre Liggins,473604,2011,Shooting Guard and Small Forward,17,6.8,4.9,53.0,0
3950,Shaun Livingston,3500000,2011,Shooting Guard and Point Guard,58,18.8,7.6,4.0,7
3951,Brook Lopez,3076983,2011,Center,5,27.2,11.3,10.0,3
3952,Robin Lopez,2862602,2011,Center,64,14.0,8.6,15.0,3
3953,Kevin Love,4609701,2011,Center and Power Forward,55,39.0,17.6,5.0,3
3954,Kyle Lowry,5750000,2011,Point Guard,47,32.1,13.2,24.0,5
3955,Shelvin Mack,473604,2011,Shooting Guard and Point Guard,64,12.2,10.1,34.0,0
3956,Vernon Macklin,473604,2011,Center,23,5.9,10.5,52.0,0
3957,Corey Maggette,10262069,2011,Power Forward and Shooting Guard and Small Forward,32,27.5,8.6,13.0,12
3958,Jamaal Magloire,1352181,2011,Center,34,11.0,2.0,19.0,11
3959,Shawn Marion,8022449,2011,Small Forward and Power Forward,63,30.5,11.1,9.0,12
3960,Kenyon Martin,2500000,2011,Power Forward and Center,42,22.4,6.3,1.0,11
3961,Kevin Martin,11519840,2011,Point Guard and Shooting Guard,40,31.6,10.6,26.0,7
3962,Jason Maxiell,5000000,2011,Center and Power Forward,65,22.5,7.0,26.0,6
3963,Eric Maynor,1516680,2011,Shooting Guard and Point Guard,9,15.2,5.7,20.0,2
3964,O.J. Mayo,5632637,2011,Shooting Guard,66,26.8,10.1,3.0,3
3965,Luc Mbah a Moute,5000000,2011,Small Forward and Power Forward,43,23.5,8.9,37.0,3
3966,JaVale McGee,2462400,2011,Center,61,25.2,12.2,18.0,3
3967,Tracy McGrady,1352181,2011,Shooting Guard and Small Forward,52,16.1,12.2,9.0,14
3968,Dominic McGuire,915852,2011,Shooting Guard and Power Forward and Small Forward,64,17.6,8.2,47.0,4
3969,Josh McRoberts,3000000,2011,Center and Power Forward,50,14.4,7.2,37.0,4
3970,Jodie Meeks,854389,2011,Shooting Guard,66,24.9,7.4,41.0,2
3971,Darko Milicic,4776500,2011,Power Forward and Center,29,16.3,4.7,2.0,8
3972,Andre Miller,7807728,2011,Point Guard and Shooting Guard,66,27.4,10.8,8.0,12
3973,Mike Miller,5400000,2011,Shooting Guard and Small Forward,39,19.3,8.8,5.0,11
3974,Paul Millsap,8103435,2011,Power Forward,64,32.8,14.0,47.0,5
3975,Nazr Mohammed,3750000,2011,Center,63,11.0,6.0,29.0,13
3976,Greg Monroe,3007920,2011,Power Forward and Center,66,31.5,14.5,7.0,1
3977,E'Twaun Moore,473604,2011,Point Guard and Shooting Guard,38,8.7,8.2,55.0,0
3978,Darius Morris,473604,2011,Point Guard,19,8.9,4.5,41.0,0
3979,Markieff Morris,1919160,2011,Power Forward,63,19.5,7.7,13.0,0
3980,Byron Mullens,1288200,2011,Power Forward and Center,65,22.5,8.6,24.0,2
3981,Troy Murphy,1352181,2011,Power Forward,59,16.2,6.7,14.0,10
3982,Eduardo Najera,2750000,2011,Power Forward and Small Forward,22,12.3,5.7,38.0,11
3983,Steve Nash,11689062,2011,Point Guard,62,31.6,14.8,15.0,15
3984,Jameer Nelson,7800000,2011,Point Guard,57,29.9,10.0,20.0,7
3985,Joakim Noah,12000000,2011,Center,64,30.4,12.7,9.0,4
3986,Steve Novak,992680,2011,Power Forward and Small Forward,54,18.9,11.2,32.0,5
3987,Dirk Nowitzki,19092873,2011,Power Forward and Center,62,33.5,15.2,9.0,13
3988,Jermaine O'Neal,6226200,2011,Power Forward and Center,25,22.8,6.1,17.0,15
3989,Greg Oden,1500000,2011,Center,0,0.0,0.0,1.0,4
3990,Lamar Odom,8900000,2011,Small Forward and Power Forward,50,20.5,6.6,4.0,12
3991,Emeka Okafor,12541812,2011,Power Forward and Center,27,28.9,10.4,2.0,7
3992,Mehmet Okur,10890000,2011,Power Forward and Center,17,26.7,6.0,37.0,10
3993,Daniel Orton,1105560,2011,Center and Power Forward,16,11.7,4.7,29.0,1
3994,Travis Outlaw,4000000,2011,Power Forward and Small Forward,39,12.8,4.4,23.0,8
3995,Travis Outlaw,3000000,2011,Power Forward and Small Forward,39,12.8,4.4,23.0,8
3996,Zaza Pachulia,4750000,2011,Center,58,28.3,9.7,42.0,8
3997,Anthony Parker,2250000,2011,Shooting Guard and Small Forward,51,25.1,7.3,21.0,14
3998,Tony Parker,12500000,2011,Point Guard,60,32.1,15.3,28.0,10
3999,Chandler Parsons,850000,2011,Small Forward,63,28.6,8.6,38.0,0
4000,Patrick Patterson,1959960,2011,Power Forward,64,23.2,7.3,14.0,1
4001,Chris Paul,16359805,2011,Point Guard,60,36.3,18.6,4.0,6
4002,Sasha Pavlovic,1223166,2011,Small Forward and Shooting Guard,45,11.7,5.6,19.0,8
4003,Nikola Pekovic,4503600,2011,Center,47,26.9,12.4,31.0,3
4004,Kendrick Perkins,7123626,2011,Center,65,26.8,6.0,27.0,8
4005,Johan Petro,3250000,2011,Center,59,15.6,6.7,25.0,6
4006,Paul Pierce,15333334,2011,Shooting Guard and Small Forward,61,34.0,14.2,10.0,13
4007,Mickael Pietrus,5300000,2011,Point Guard and Small Forward and Shooting Guard,42,21.9,6.2,11.0,8
4008,Mickael Pietrus,1223166,2011,Point Guard and Small Forward and Shooting Guard,42,21.9,6.2,11.0,8
4009,Dexter Pittman,762195,2011,Center,35,8.6,4.0,32.0,1
4010,Quincy Pondexter,1153800,2011,Small Forward and Shooting Guard,64,15.7,5.1,26.0,1
4011,Tayshaun Prince,6292135,2011,Small Forward,63,33.1,8.9,23.0,9
4012,Joel Przybilla,1145027,2011,Center,27,16.6,4.8,9.0,11
4013,Vladimir Radmanovic,1352181,2011,Small Forward and Power Forward,49,15.4,8.5,12.0,10
4014,Anthony Randolph,2911231,2011,Power Forward and Center,34,15.2,10.3,14.0,3
4015,Zach Randolph,15200000,2011,Power Forward and Center,28,26.2,13.0,19.0,10
4016,Michael Redd,1308506,2011,Shooting Guard and Small Forward,51,15.1,9.0,43.0,11
4017,Ryan Reid,475000,2011,Power Forward,5,3.3,13.7,57.0,1
4018,Jason Richardson,5395000,2011,Small Forward and Shooting Guard,54,29.5,8.4,5.0,10
4019,Quentin Richardson,2446600,2011,Shooting Guard and Small Forward,48,18.0,6.8,18.0,11
4020,Luke Ridnour,3680000,2011,Point Guard and Shooting Guard,53,33.0,9.0,14.0,8
4021,Nate Robinson,4500000,2011,Point Guard,51,23.4,10.7,21.0,6
4022,Nate Robinson,983307,2011,Point Guard,51,23.4,10.7,21.0,6
4023,Rajon Rondo,10045455,2011,Point Guard,53,36.9,13.8,21.0,5
4024,Derrick Rose,6993708,2011,Point Guard,39,35.2,15.2,1.0,3
4025,Brandon Roy,16032144,2011,Shooting Guard,0,0.0,0.0,6.0,5
4026,Ricky Rubio,3480120,2011,Point Guard,41,34.2,11.6,5.0,2
4027,Brandon Rush,2956658,2011,Shooting Guard and Small Forward,65,26.4,10.5,13.0,3
4028,John Salmons,8500000,2011,Shooting Guard and Small Forward and Point Guard,46,27.2,6.1,26.0,9
4029,Larry Sanders,1861920,2011,Power Forward and Center,52,12.4,6.4,15.0,1
4030,Brian Scalabrine,1352181,2011,Power Forward and Center,28,4.4,8.9,34.0,10
4031,Luis Scola,8591793,2011,Power Forward,66,31.3,10.4,55.0,9
4032,Thabo Sefolosha,3300000,2011,Small Forward and Shooting Guard,42,21.8,6.9,13.0,5
4033,Josh Selby,550000,2011,Point Guard,28,8.5,2.4,49.0,0
4034,Kevin Seraphin,1680360,2011,Power Forward and Center,57,20.6,10.1,17.0,1
4035,Ramon Sessions,4257973,2011,Point Guard and Shooting Guard,64,26.7,12.5,56.0,4
4036,Iman Shumpert,1563120,2011,Shooting Guard and Point Guard,59,28.9,7.1,17.0,0
4037,Bobby Simmons,594836,2011,Shooting Guard and Power Forward and Small Forward,28,14.9,3.1,41.0,10
4038,Chris Singleton,1485000,2011,Small Forward and Power Forward,66,21.7,5.1,18.0,0
4039,Brian Skinner,65446,2011,Center and Power Forward,1,4.4,-18.2,22.0,13
4040,Craig Smith,992680,2011,Power Forward,47,9.9,8.9,36.0,5
4041,Jason Smith,2500000,2011,Center and Power Forward,40,23.7,10.3,20.0,4
4042,Josh Smith,12400000,2011,Small Forward and Power Forward,66,35.3,14.7,17.0,7
4043,Nolan Smith,1306920,2011,Point Guard,44,12.3,4.3,21.0,0
4044,Marreese Speights,2721255,2011,Power Forward and Center,60,22.4,9.4,16.0,3
4045,Tiago Splitter,3672000,2011,Center and Power Forward,59,19.0,13.0,28.0,4
4046,Lance Stephenson,810000,2011,Small Forward and Shooting Guard,42,10.5,5.4,40.0,1
4047,DeShawn Stevenson,2500000,2011,Small Forward and Shooting Guard,51,18.8,3.3,23.0,11
4048,Amar'e Stoudemire,18217705,2011,Center and Power Forward,47,32.8,12.4,9.0,9
4049,Rodney Stuckey,8500000,2011,Point Guard and Shooting Guard,55,29.9,10.8,15.0,4
4050,DaJuan Summers,303137,2011,Power Forward and Small Forward,15,13.9,4.1,35.0,2
4051,Jeff Teague,1579920,2011,Point Guard,66,33.1,10.1,19.0,2
4052,Sebastian Telfair,1500000,2011,Point Guard,60,14.9,8.6,13.0,7
4053,Jason Terry,11158000,2011,Point Guard and Shooting Guard,63,31.7,10.8,10.0,12
4054,Hasheem Thabeet,5127720,2011,Center,20,6.9,7.5,2.0,2
4055,Isaiah Thomas,473604,2011,Point Guard and Shooting Guard,65,25.5,10.7,60.0,0
4056,Tyrus Thomas,7305765,2011,Power Forward and Center,54,18.8,4.8,4.0,5
4057,Trey Thompkins,473604,2011,Center,24,5.0,8.2,37.0,0
4058,Jason Thompson,3001284,2011,Power Forward and Center,64,25.9,9.8,12.0,3
4059,Klay Thompson,2126520,2011,Shooting Guard,66,24.4,8.7,11.0,0
4060,Tristan Thompson,3726600,2011,Power Forward and Center,60,23.7,7.4,4.0,0
4061,Ronny Turiaf,4360000,2011,Center,17,16.4,8.4,37.0,6
4062,Hedo Turkoglu,11015850,2011,Power Forward and Small Forward,53,31.2,8.1,16.0,11
4063,Evan Turner,4947840,2011,Small Forward and Shooting Guard and Point Guard,65,26.3,10.6,2.0,1
4064,Jeremy Tyler,650000,2011,Center,42,13.5,4.6,39.0,0
4065,Ekpe Udoh,3294960,2011,Power Forward and Center,61,21.1,6.3,6.0,1
4066,Beno Udrih,6925400,2011,Shooting Guard and Point Guard,59,18.3,10.0,28.0,7
4067,Anderson Varejao,7700000,2011,Power Forward and Center,25,31.4,12.9,30.0,7
4068,Greivis Vasquez,1113600,2011,Point Guard and Shooting Guard,66,25.8,10.8,28.0,1
4069,Jan Vesely,3065040,2011,Power Forward,57,18.9,6.7,6.0,0
4070,Charlie Villanueva,7540000,2011,Power Forward,13,13.8,10.9,7.0,6
4071,Nikola Vucevic,1645400,2011,Center,51,15.9,8.7,16.0,0
4072,Dwyane Wade,15691000,2011,Point Guard and Shooting Guard,49,33.2,16.6,5.0,8
4073,Kemba Walker,2356320,2011,Point Guard,66,27.2,11.4,9.0,0
4074,John Wall,5530080,2011,Point Guard,66,36.2,12.8,1.0,1
4075,Gerald Wallace,9500000,2011,Small Forward and Power Forward,58,35.8,11.3,25.0,10
4076,Luke Walton,5680000,2011,Power Forward and Small Forward,30,12.1,2.7,32.0,8
4077,Hakim Warrick,4000000,2011,Power Forward,35,14.4,9.1,19.0,6
4078,Earl Watson,2000000,2011,Point Guard,50,20.7,7.5,39.0,10
4079,Martell Webster,5256000,2011,Small Forward,47,24.2,6.0,6.0,6
4080,David West,10000000,2011,Small Forward and Center and Power Forward,66,29.2,12.5,18.0,8
4081,Delonte West,1146337,2011,Point Guard and Shooting Guard,44,24.1,11.1,24.0,7
4082,Russell Westbrook,5082416,2011,Point Guard,66,35.3,14.5,4.0,3
4083,Hassan Whiteside,762195,2011,Center,18,6.0,9.1,33.0,1
4084,Chris Wilcox,3000000,2011,Center and Power Forward,28,17.2,9.1,8.0,9
4085,Deron Williams,16359805,2011,Point Guard,55,36.3,13.7,3.0,6
4086,Derrick Williams,4602720,2011,Power Forward and Small Forward,66,21.5,8.9,2.0,0
4087,Elliot Williams,1348800,2011,Point Guard and Shooting Guard,24,6.2,9.0,22.0,1
4088,Jordan Williams,473604,2011,Center,43,14.8,8.0,36.0,0
4089,Lou Williams,5176000,2011,Shooting Guard and Point Guard,64,26.3,12.9,45.0,6
4090,Marvin Williams,7500000,2011,Power Forward and Small Forward,57,26.3,11.0,2.0,6
4091,Mo Williams,8500000,2011,Point Guard and Shooting Guard,52,28.3,9.9,47.0,8
4092,Shawne Williams,3000000,2011,Small Forward and Power Forward and Shooting Guard,25,20.6,2.3,17.0,5
4093,Shelden Williams,992680,2011,Center and Power Forward,58,22.0,7.2,5.0,5
4094,Terrence Williams,2369040,2011,Small Forward and Shooting Guard,30,18.3,10.3,11.0,2
4095,Metta World Peace,6790640,2011,Small Forward,64,26.9,6.3,16.0,12
4096,Dorell Wright,3823000,2011,Small Forward,61,27.0,9.3,19.0,7
4097,Nick Young,3695857,2011,Shooting Guard,62,27.9,7.1,16.0,4
4098,Sam Young,947800,2011,Shooting Guard and Small Forward,35,10.7,6.4,36.0,2
4099,Thaddeus Young,7478261,2011,Power Forward,63,27.9,11.6,12.0,4
4100,Quincy Acy,665000,2012,Power Forward and Small Forward,29,11.8,9.5,37.0,0
4101,Arron Afflalo,7750000,2012,Shooting Guard and Small Forward,64,36.0,8.7,27.0,5
4102,Cole Aldrich,2445480,2012,Center,45,8.6,7.1,11.0,2
4103,LaMarcus Aldridge,13500000,2012,Power Forward and Center,74,37.7,13.5,2.0,6
4104,Lavoy Allen,3000000,2012,Power Forward and Center,79,21.1,7.1,50.0,1
4105,Ray Allen,3090000,2012,Shooting Guard,79,25.8,9.6,5.0,16
4106,Tony Allen,3300000,2012,Shooting Guard and Small Forward and Point Guard,79,26.7,8.5,25.0,8
4107,Al-Farouq Aminu,2947800,2012,Power Forward and Small Forward,76,27.2,10.3,8.0,2
4108,James Anderson,472427,2012,Small Forward and Shooting Guard,39,10.3,9.5,20.0,2
4109,James Anderson,145749,2012,Small Forward and Shooting Guard,39,10.3,9.5,20.0,2
4110,Ryan Anderson,8700000,2012,Power Forward,81,30.9,11.0,21.0,4
4111,Carmelo Anthony,19450000,2012,Small Forward and Power Forward,67,37.0,15.1,3.0,9
4112,Trevor Ariza,7258960,2012,Small Forward and Shooting Guard,56,26.3,11.8,43.0,8
4113,Darrell Arthur,3006217,2012,Small Forward and Power Forward,59,16.4,6.5,27.0,4
4114,Omer Asik,8374646,2012,Center,82,30.0,11.0,36.0,4
4115,D.J. Augustin,3500000,2012,Point Guard,76,16.1,8.9,9.0,4
4116,Jeff Ayres,1500000,2012,Center and Power Forward,37,10.0,11.0,31.0,3
4117,Luke Babbitt,1892280,2012,Small Forward and Power Forward,62,11.8,6.4,16.0,2
4118,Leandro Barbosa,1229255,2012,Point Guard and Shooting Guard,41,12.5,9.3,28.0,9
4119,Andrea Bargnani,10000000,2012,Power Forward and Center,35,28.6,7.0,1.0,6
4120,Harrison Barnes,2798040,2012,Power Forward and Small Forward,81,25.4,7.7,7.0,0
4121,Matt Barnes,1229255,2012,Small Forward and Power Forward,80,25.7,10.0,45.0,10
4122,Will Barton,550000,2012,Shooting Guard,73,12.2,6.5,40.0,0
4123,Brandon Bass,6000000,2012,Power Forward and Center,81,27.6,8.1,33.0,7
4124,Shane Battier,3135000,2012,Small Forward and Shooting Guard,72,24.8,5.9,6.0,11
4125,Nicolas Batum,10850000,2012,Small Forward and Shooting Guard,73,38.4,10.4,25.0,4
4126,Jerryd Bayless,3000000,2012,Point Guard and Shooting Guard,80,22.1,9.7,11.0,4
4127,Bradley Beal,4133280,2012,Shooting Guard,56,31.2,9.3,3.0,0
4128,Michael Beasley,5750000,2012,Power Forward and Small Forward,75,20.7,8.0,2.0,4
4129,Rodrigue Beaubois,2227333,2012,Point Guard,45,12.2,7.4,25.0,3
4130,Marco Belinelli,1957000,2012,Shooting Guard and Small Forward,73,25.8,7.0,18.0,5
4131,Patrick Beverley,281377,2012,Point Guard and Shooting Guard,41,17.4,10.4,42.0,3
4132,Andris Biedrins,9000000,2012,Center,53,9.3,4.5,11.0,8
4133,Chauncey Billups,4000000,2012,Point Guard and Shooting Guard,22,19.0,9.5,3.0,15
4134,Bismack Biyombo,3007920,2012,Center,80,27.3,6.3,7.0,1
4135,DeJuan Blair,1054000,2012,Center and Power Forward,61,14.0,9.8,37.0,3
4136,Steve Blake,4000000,2012,Point Guard,45,26.1,8.6,38.0,9
4137,Andray Blatche,7118502,2012,Center and Power Forward,82,19.0,14.6,49.0,7
4138,Andray Blatche,1146337,2012,Center and Power Forward,82,19.0,14.6,49.0,7
4139,Eric Bledsoe,1707720,2012,Point Guard,76,20.4,12.4,18.0,2
4140,Keith Bogans,1229225,2012,Small Forward and Shooting Guard,74,19.0,4.2,43.0,9
4141,Andrew Bogut,13000000,2012,Power Forward and Center,32,24.6,9.2,1.0,7
4142,Matt Bonner,3630000,2012,Power Forward and Center,68,13.4,7.3,45.0,9
4143,Trevor Booker,1385280,2012,Power Forward,48,18.5,9.1,23.0,2
4144,Carlos Boozer,15000000,2012,Center and Power Forward,79,32.2,13.8,34.0,10
4145,Chris Bosh,17545000,2012,Power Forward and Center,74,33.2,12.9,4.0,9
4146,Avery Bradley,1630800,2012,Point Guard and Shooting Guard,50,28.7,4.9,19.0,2
4147,Elton Brand,16059854,2012,Power Forward and Center,72,21.2,9.6,1.0,13
4148,Elton Brand,2100500,2012,Power Forward and Center,72,21.2,9.6,1.0,13
4149,Corey Brewer,3243000,2012,Shooting Guard and Small Forward,82,24.4,8.8,7.0,5
4150,Ronnie Brewer,1069509,2012,Shooting Guard and Small Forward,60,14.2,6.5,14.0,6
4151,Aaron Brooks,3250000,2012,Point Guard,53,18.8,7.3,26.0,5
4152,MarShon Brooks,1193280,2012,Shooting Guard,73,12.5,8.5,25.0,1
4153,Kwame Brown,2819044,2012,Center and Power Forward,22,12.2,5.0,1.0,11
4154,Shannon Brown,3500000,2012,Shooting Guard,59,23.8,8.3,25.0,6
4155,Kobe Bryant,27849149,2012,Shooting Guard and Small Forward,78,38.6,15.6,13.0,16
4156,Chase Budinger,885120,2012,Small Forward,23,22.1,8.8,44.0,3
4157,Alec Burks,2171640,2012,Shooting Guard,64,17.8,7.4,12.0,1
4158,Caron Butler,8000000,2012,Small Forward and Shooting Guard,78,24.1,7.5,10.0,10
4159,Jimmy Butler,1097520,2012,Shooting Guard and Small Forward,82,26.0,10.6,30.0,1
4160,Andrew Bynum,16889000,2012,Center,0,0.0,0.0,10.0,7
4161,Marcus Camby,4590338,2012,Center and Power Forward,24,10.4,6.7,2.0,16
4162,Vince Carter,3090000,2012,Small Forward and Shooting Guard,81,25.8,11.3,5.0,14
4163,Omri Casspi,2277306,2012,Small Forward and Power Forward,43,11.7,10.0,23.0,3
4164,Mario Chalmers,4000000,2012,Point Guard,77,26.9,7.9,34.0,4
4165,Tyson Chandler,13604188,2012,Center and Power Forward,66,32.8,12.1,2.0,11
4166,Wilson Chandler,5930414,2012,Shooting Guard and Small Forward and Power Forward,43,25.1,10.6,23.0,5
4167,Josh Childress,7000000,2012,Shooting Guard and Small Forward,14,7.2,5.1,6.0,8
4168,Josh Childress,377474,2012,Shooting Guard and Small Forward,14,7.2,5.1,6.0,8
4169,Earl Clark,1240000,2012,Power Forward and Small Forward,59,23.1,8.7,14.0,3
4170,Victor Claver,1300000,2012,Small Forward,49,16.6,4.0,22.0,3
4171,Norris Cole,1082520,2012,Point Guard,80,19.9,4.9,28.0,1
4172,Jason Collins,1352181,2012,Power Forward and Center,38,10.1,-1.5,18.0,11
4173,Darren Collison,2319344,2012,Point Guard,81,29.3,11.0,21.0,3
4174,Nick Collison,2929332,2012,Power Forward and Center,81,19.5,8.7,12.0,9
4175,Mike Conley,7305786,2012,Point Guard,80,34.5,13.3,4.0,5
4176,Daequan Cook,3090042,2012,Small Forward and Shooting Guard,49,9.0,4.3,21.0,5
4177,Daequan Cook,589769,2012,Small Forward and Shooting Guard,49,9.0,4.3,21.0,5
4178,DeMarcus Cousins,3880800,2012,Center,75,30.5,13.2,5.0,2
4179,Jamal Crawford,5000000,2012,Shooting Guard and Point Guard,76,29.3,11.6,8.0,12
4180,Jordan Crawford,1198680,2012,Shooting Guard and Point Guard,70,24.4,10.8,27.0,2
4181,Jae Crowder,600491,2012,Small Forward,78,17.3,6.2,34.0,0
4182,Dante Cunningham,2090000,2012,Power Forward and Small Forward,80,25.1,9.2,33.0,3
4183,Jared Cunningham,1156320,2012,Shooting Guard,8,3.2,8.5,24.0,0
4184,Eddy Curry,23852,2012,Power Forward and Center,2,12.4,-6.2,4.0,11
4185,Stephen Curry,3958742,2012,Point Guard,78,38.2,13.8,7.0,3
4186,Samuel Dalembert,6698565,2012,Center,47,16.3,11.7,26.0,11
4187,Anthony Davis,5144280,2012,Power Forward and Center,64,28.8,13.5,1.0,0
4188,Ed Davis,2207040,2012,Center and Power Forward,81,20.1,11.8,13.0,2
4189,Glen Davis,6400000,2012,Power Forward and Center,34,31.3,10.8,35.0,5
4190,Austin Daye,2958077,2012,Small Forward,55,12.3,8.5,15.0,3
4191,Nando De Colo,1400000,2012,Shooting Guard and Small Forward,72,12.8,8.4,53.0,3
4192,Carlos Delfino,3000000,2012,Shooting Guard and Small Forward,67,25.2,9.5,25.0,9
4193,Luol Deng,13305000,2012,Power Forward and Small Forward,75,38.7,11.1,7.0,8
4194,DeMar DeRozan,3344250,2012,Shooting Guard,82,36.7,10.0,9.0,3
4195,Boris Diaw,4500000,2012,Power Forward and Shooting Guard,75,22.8,8.0,21.0,9
4196,DeSagana Diop,7372200,2012,Power Forward and Center,22,10.3,5.5,8.0,11
4197,Keyon Dooling,1352181,2012,Shooting Guard and Point Guard,7,11.7,7.4,10.0,12
4198,Toney Douglas,2067880,2012,Point Guard and Shooting Guard,71,18.1,7.7,29.0,3
4199,Chris Douglas-Roberts,72892,2012,Small Forward and Shooting Guard,6,10.5,5.2,40.0,4
